,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
192,196,FS-1419317,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,65,030,BEW1,WEST RIVER VIEW,,,,,,2005,2453578.5,208,1001,6.0,Railroad,2453578.5,208.0,1115,0.1,A,48.35194444,-115.3625,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
193,197,FS-1419319,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,288,288,F288,LION,,,,,,2005,2453573.5,203,1845,1.0,Lightning,2453573.5,203.0,1931,0.1,A,36.86388889,-107.265,5.0,USFS,NM,39,039,Rio Arriba
194,198,FS-1419322,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,66,31,B19J,RACE TRACK #16,,,,,,2005,2453579.5,209,0930,4.0,Campfire,2453579.5,209.0,1001,0.1,A,48.40833333,-115.55833333,13.0,STATE OR PRIVATE,MT,53,053,Lincoln
195,199,FS-1419324,FED,FS-FIRESTAT,FS,USUTUWF,Uinta/Wasatch-Cache National Forest,0419,Wasatch-Cache-Uinta National Forest,4,252,B0ZP,CEMETERY POINT,,,,,,2005,2453569.5,199,1600,3.0,Smoking,2453569.5,199.0,1630,0.1,A,41.26416667,-111.79583333,5.0,USFS,UT,57,057,Weber
196,200,FS-1419330,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,83,6,BEY6,BURNT,,,,,,2005,2453554.5,184,2100,9.0,Miscellaneous,2453554.5,184.0,2145,0.1,A,33.62138889,-111.20305556,5.0,USFS,AZ,13,013,Maricopa
197,201,FS-1419331,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,14,GUN-1,B0EW,MOON LAKE,,,,,,2005,2453565.5,195,1730,4.0,Campfire,2453566.5,196.0,1117,0.25,A,48.05944444,-90.3375,13.0,STATE OR PRIVATE,MN,31,031,Cook
198,202,FS-1419332,FED,FS-FIRESTAT,FS,USNMCAF,Carson National Forest,0302,Carson National Forest,294,294,F294,DRILL,,,,,,2005,2453573.5,203,1942,1.0,Lightning,2453574.5,204.0,1215,0.1,A,36.93472222,-107.34111111,5.0,USFS,NM,39,039,Rio Arriba
199,203,FS-1419333,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,2,1,EBX6,POND,,,,,,2005,2453476.5,106,1500,9.0,Miscellaneous,2453476.5,106.0,1700,2.0,B,33.83972222,-109.115,5.0,USFS,AZ,1,001,Apache
200,204,FS-1419335,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,5,03,BSA4,TURKEY,,,,,,2005,2453513.5,143,1401,9.0,Miscellaneous,2453515.5,145.0,1510,5.5,B,34.40527778,-111.0275,5.0,USFS,AZ,17,017,Navajo
201,205,FS-1419337,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,2,KAW-01,BNQ4,BEAR CUB,,,,,,2005,2453470.5,100,1200,5.0,Debris Burning,2453470.5,100.0,1222,0.1,A,47.7675,-91.9475,5.0,USFS,MN,137,137,St. Louis
202,206,FS-1419339,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,8,002,BEX6,CONCHO BILL,,,,,,2005,2453517.5,147,1130,1.0,Lightning,2453517.5,147.0,1500,0.1,A,33.83666667,-109.36083333,5.0,USFS,AZ,1,001,Apache
203,207,FS-1419340,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,3,01,BS21,SOUTH FORK,,,,,,2005,2453518.5,148,1816,4.0,Campfire,2453518.5,148.0,1925,0.3,B,35.63833333,-118.28111111,5.0,USFS,CA,,,
204,208,FS-1419342,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,9,KAW-2,BPZ1,HANSON ROAD,,,,,,2005,2453481.5,111,1930,5.0,Debris Burning,2453481.5,111.0,2030,0.2,A,47.94027778,-91.85166667,13.0,STATE OR PRIVATE,MN,137,137,St. Louis
205,209,FS-1419344,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,0212,Pike San Isabel National Forest,20,004,BT83,BEAVER,,,,,,2005,2453534.5,164,1428,9.0,Miscellaneous,2453534.5,164.0,1736,2.5,B,38.89111111,-105.43194444,13.0,STATE OR PRIVATE,CO,,,
206,210,FS-1419347,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,11,KAW-3,BE11,HILL,,,,,,2005,2453481.5,111,1630,8.0,Children,2453481.5,111.0,1632,0.1,A,47.89833333,-91.86861111,13.0,STATE OR PRIVATE,MN,137,137,St. Louis
207,211,FS-1419349,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,4,02,BE0P,TENT,,,,,,2005,2453519.5,149,1031,4.0,Campfire,2453519.5,149.0,1035,0.25,A,35.64694444,-118.46361111,5.0,USFS,CA,,,
208,212,FS-1419351,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,13,KAW-4,BE11,SIBLEY,,,,,,2005,2453493.5,123,1030,7.0,Arson,2453493.5,123.0,1110,0.1,A,47.89805556,-91.87111111,13.0,STATE OR PRIVATE,MN,137,137,St. Louis
209,213,FS-1419352,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,19,07,BEX6,CHEVELON,,,,,,2005,2453519.5,149,1530,1.0,Lightning,2453519.5,149.0,2200,7.2,B,34.54166667,-110.9025,5.0,USFS,AZ,5,005,Coconino
210,214,FS-1419354,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,5,03,BS21,REDS,,,,,,2005,2453519.5,149,1146,4.0,Campfire,2453519.5,149.0,1204,0.25,A,35.66305556,-118.44361111,5.0,USFS,CA,,,
211,215,FS-1419356,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,6,04,BS28,TILLIE,,,,,,2005,2453519.5,149,1431,9.0,Miscellaneous,2453519.5,149.0,1700,1.1,B,35.70222222,-118.45361111,5.0,USFS,CA,,,
212,216,FS-1419357,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,40,1332,B2A6,POOREBOY,,,,,,2005,2453579.5,209,1145,1.0,Lightning,2453579.5,209.0,1600,0.25,A,38.65861111,-119.75138889,5.0,USFS,CA,3,003,Alpine
213,217,FS-1419358,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,15,KAW-5,BS64,SHIPMAN,,,,,,2005,2453521.5,151,1211,4.0,Campfire,2453521.5,151.0,1530,0.25,A,47.91805556,-91.90194444,5.0,USFS,MN,137,137,St. Louis
214,218,FS-1419359,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,8,06,BS94,STINE,,,,,,2005,2453523.5,153,1230,9.0,Miscellaneous,2453523.5,153.0,1245,0.1,A,35.67861111,-118.40944444,5.0,USFS,CA,,,
215,219,FS-1419360,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,23,09,BEX6,WILKINS,,,,,,2005,2453520.5,150,1300,1.0,Lightning,2453520.5,150.0,2200,8.7,B,34.53055556,-111.01277778,5.0,USFS,AZ,5,005,Coconino
216,220,FS-1419361,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,11,3,BEX6,MCKIBBONS,,,,,,2005,2453517.5,147,1345,1.0,Lightning,2453518.5,148.0,1700,0.1,A,33.70861111,-109.47361111,5.0,USFS,AZ,1,001,Apache
217,221,FS-1419364,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,10,07,BE09,MOBILE,,,,,,2005,2453523.5,153,1418,9.0,Miscellaneous,2453523.5,153.0,1425,0.25,A,35.64972222,-118.41638889,5.0,USFS,CA,,,
218,222,FS-1419365,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,41,1336,B2BL,BARBER,,,,,,2005,2453579.5,209,1300,1.0,Lightning,2453579.5,209.0,1900,0.1,A,38.67055556,-119.76722222,5.0,USFS,CA,3,003,Alpine
219,223,FS-1419366,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,11,08,BTN4,MARINA,,,,,,2005,2453526.5,156,1420,4.0,Campfire,2453526.5,156.0,1550,0.1,A,35.695,-118.46027778,5.0,USFS,CA,,,
220,224,FS-1419367,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,12,4,BEX6,FISHBENCH,,,,,,2005,2453517.5,147,1545,1.0,Lightning,2453518.5,148.0,1300,0.1,A,33.71444444,-109.43944444,5.0,USFS,AZ,11,011,Greenlee
221,225,FS-1419368,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,12,09,BTP2,BROOKS,,,,,,2005,2453526.5,156,1550,4.0,Campfire,2453526.5,156.0,1641,2.5,B,35.64138889,-118.33666667,14.0,MISSING/NOT SPECIFIED,CA,,,
222,226,FS-1419371,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,13,05,BEX6,CREEK,,,,,,2005,2453517.5,147,1300,1.0,Lightning,2453522.5,152.0,1100,0.1,A,33.81555556,-109.32138889,5.0,USFS,AZ,1,001,Apache
223,227,FS-1419372,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,7,D2-05-2005,BEZ8,HILL,,,,,,2005,2453546.5,176,1400,1.0,Lightning,2453546.5,176.0,2000,0.1,A,38.35,-119.35,5.0,USFS,CA,51,051,Mono
224,228,FS-1419373,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,28,D2 21 2005,B09W,FALLS,,,,,,2005,2453571.5,201,0500,1.0,Lightning,2453571.5,201.0,1808,0.1,A,38.29888889,-119.56527778,5.0,USFS,CA,51,051,Mono
225,229,FS-1419374,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,13,10,BTU8,TUTTLE,,,,,,2005,2453527.5,157,1426,9.0,Miscellaneous,2453527.5,157.0,1810,2.1,B,35.68166667,-118.45888889,5.0,USFS,CA,,,
226,230,FS-1419380,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,15,D2-07-2005,BZ6H,JANET,,,,,,2005,2453563.5,193,1400,4.0,Campfire,2453563.5,193.0,1810,0.1,A,38.05444444,-119.25194444,13.0,STATE OR PRIVATE,CA,51,051,Mono
227,231,FS-1419384,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,16,06,BEX6,DOUG FIR,,,,,,2005,2453518.5,148,1300,1.0,Lightning,2453518.5,148.0,1500,0.1,A,33.66,-109.355,5.0,USFS,AZ,11,011,Greenlee
228,233,FS-1419387,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,14,11,BE0P,HOUSE,,,,,,2005,2453534.5,164,1557,9.0,Miscellaneous,2453534.5,164.0,1601,0.1,A,35.45805556,-118.78305556,14.0,MISSING/NOT SPECIFIED,CA,,,
229,234,FS-1419391,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,23,D2-16-2005,B1FM,SLINKARD 2,,,FS-0417-023-20050721,SLINKARD 2,,2005,2453572.5,202,1700,1.0,Lightning,2453575.5,205.0,1000,89.0,C,38.57361111,-119.55472222,5.0,USFS,CA,51,051,Mono
230,235,FS-1419392,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,18,07,BEX6,GOBBLER,,,,,,2005,2453518.5,148,1300,1.0,Lightning,2453519.5,149.0,0839,0.1,A,33.63361111,-109.47,5.0,USFS,AZ,11,011,Greenlee
231,236,FS-1419393,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,24,15,BE0P,PECHACHO,,,,,,2005,2453563.5,193,1445,3.0,Smoking,2453563.5,193.0,1530,0.1,A,35.46444444,-118.75638889,5.0,USFS,CA,,,
232,237,FS-1419396,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,8,D2-03-2005,BEZ8,SWAUGER II,,,,,,2005,2453546.5,176,1400,1.0,Lightning,2453546.5,176.0,1530,0.1,A,38.35111111,-119.32722222,5.0,USFS,CA,51,051,Mono
233,238,FS-1419398,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,9,D2-02-2005,BEZ8,SWAUGER I,,,,,,2005,2453546.5,176,1545,1.0,Lightning,2453546.5,176.0,1700,0.1,A,38.35027778,-119.33083333,13.0,STATE OR PRIVATE,CA,51,051,Mono
234,239,FS-1419400,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,10,D2-01-2005,BV9B,SAWMILL,,,,,,2005,2453546.5,176,1400,1.0,Lightning,2453546.5,176.0,1700,0.1,A,38.34444444,-119.33333333,5.0,USFS,CA,51,051,Mono
235,240,FS-1419402,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,11,D2-04-2005,BV8T,RISUE,,,,,,2005,2453546.5,176,1505,1.0,Lightning,2453546.5,176.0,1730,0.1,A,38.65555556,-119.38888889,5.0,USFS,NV,5,005,Douglas
236,241,FS-1419405,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,12,1026,BWY0,SPOONER,,,,,,2005,2453541.5,171,2045,9.0,Miscellaneous,2453541.5,171.0,2200,0.1,A,39.11583333,-119.8875,5.0,USFS,NV,510,510,Carson City
237,242,FS-1419407,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,13,970,NBVR,BIG CANYON,,,,,,2005,2453544.5,174,2253,9.0,Miscellaneous,2453545.5,175.0,0100,0.25,A,39.22027778,-119.84972222,5.0,USFS,NV,31,031,Washoe
238,243,FS-1419409,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,14,978,BV6X,CLEAR CREEK 2,,,,,,2005,2453545.5,175,1701,9.0,Miscellaneous,2453545.5,175.0,2200,0.5,B,39.11055556,-119.85972222,13.0,STATE OR PRIVATE,NV,510,510,Carson City
239,244,FS-1419411,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,2,BD-1,BE1W,CHICKEN SCRATCH,,,,,,2005,2453457.5,87,1300,7.0,Arson,2453457.5,87.0,1302,0.23,A,47.54277778,-94.59638889,13.0,STATE OR PRIVATE,MN,7,007,Beltrami
240,245,FS-1419413,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,3,BD-2,BE1W,BLACK SNOW,,,,,,2005,2453457.5,87,1400,7.0,Arson,2453457.5,87.0,1402,1.06,B,47.54138889,-94.57361111,13.0,STATE OR PRIVATE,MN,7,007,Beltrami
241,246,FS-1419415,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,4,BD-3,BE1W,WOOD RAIL,,,,,,2005,2453457.5,87,1430,6.0,Railroad,2453457.5,87.0,1432,0.37,B,47.59888889,-94.53916667,13.0,STATE OR PRIVATE,MN,7,007,Beltrami
242,247,FS-1419417,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,26,BD-4,BPM6,CEMETERY,,,,,,2005,2453480.5,110,1842,7.0,Arson,2453480.5,110.0,2027,0.24,A,47.53527778,-94.50027778,13.0,STATE OR PRIVATE,MN,7,007,Beltrami
243,248,FS-1419419,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,37,BD-5,BQ24,MEADOW LAKE,,,,,,2005,2453496.5,126,1317,7.0,Arson,2453497.5,127.0,1700,1.2,B,47.5625,-94.64833333,5.0,USFS,MN,7,007,Beltrami
244,249,FS-1419425,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,29,D2-22-2005,B2GA,CEDAR,,,,,,2005,2453579.5,209,1830,1.0,Lightning,2453580.5,210.0,1300,0.1,A,38.1975,-118.73027778,5.0,USFS,NV,21,021,Mineral
245,250,FS-1419427,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,30,D2-23-2005,BEZ8,CHILAO,,,,,,2005,2453580.5,210,1300,1.0,Lightning,2453580.5,210.0,2100,0.1,A,38.17333333,-118.71388889,5.0,USFS,NV,21,021,Mineral
246,251,FS-1419429,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,20,008,BEX6,GREEN,,,,,,2005,2453519.5,149,1300,1.0,Lightning,2453519.5,149.0,1630,0.1,A,33.76555556,-109.175,5.0,USFS,AZ,11,011,Greenlee
247,252,FS-1419430,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,24,10,BEX6,WILDCAT,,,,,,2005,2453520.5,150,1127,1.0,Lightning,2453520.5,150.0,2200,6.0,B,34.45555556,-110.75805556,5.0,USFS,AZ,5,005,Coconino
248,253,FS-1419431,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,17,D2-10-2005,BZ4F,HORSIE,,,,,,2005,2453562.5,192,1545,5.0,Debris Burning,2453562.5,192.0,1700,0.1,A,38.64444444,-119.44722222,13.0,STATE OR PRIVATE,NV,5,005,Douglas
249,254,FS-1419432,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,22,09,BEX6,ROTOR,,,,,,2005,2453519.5,149,1530,1.0,Lightning,2453519.5,149.0,1700,0.1,A,33.81861111,-109.29833333,5.0,USFS,AZ,1,001,Apache
250,255,FS-1419434,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,31,D2-26-2005,B1W0,HORSIE 2,,,,,,2005,2453575.5,205,1800,5.0,Debris Burning,2453575.5,205.0,1900,0.1,A,38.64444444,-119.44722222,13.0,STATE OR PRIVATE,NV,5,005,Douglas
251,256,FS-1419435,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,25,01,BEX6,WALMART,,,,,,2005,2453520.5,150,1100,1.0,Lightning,2453520.5,150.0,1900,0.5,B,34.20055556,-110.04,5.0,USFS,AZ,17,017,Navajo
252,257,FS-1419437,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,32,D2-27-2005,BEZ8,LONE,,,,,,2005,2453571.5,201,1800,1.0,Lightning,2453572.5,202.0,1500,0.25,A,38.65555556,-119.39388889,5.0,USFS,NV,5,005,Douglas
253,258,FS-1419438,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,28,11,BEX6,RIVER,,,,,,2005,2453524.5,154,1530,4.0,Campfire,2453524.5,154.0,1900,0.75,B,33.72777778,-109.35472222,5.0,USFS,AZ,11,011,Greenlee
254,259,FS-1419440,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,31,012,BEX6,BROOKBANK,,,,,,2005,2453533.5,163,1030,1.0,Lightning,2453533.5,163.0,1500,0.1,A,34.49833333,-110.63444444,5.0,USFS,AZ,17,017,Navajo
255,260,FS-1419442,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,5,DR-1,BMK8,RICE PLANT,,,,,,2005,2453463.5,93,1406,7.0,Arson,2453463.5,93.0,1515,3.1,B,47.3175,-93.93388889,13.0,STATE OR PRIVATE,MN,61,061,Itasca
256,261,FS-1419443,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,32,013,BEX6,POWER,,,,,,2005,2453533.5,163,1505,4.0,Campfire,2453533.5,163.0,1615,0.1,A,34.40916667,-111.00888889,5.0,USFS,AZ,5,005,Coconino
257,262,FS-1419444,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,33,02,BEX6,PANORAMA,,,,,,2005,2453538.5,168,1030,4.0,Campfire,2453538.5,168.0,1130,0.1,A,34.21111111,-109.92777778,5.0,USFS,AZ,17,017,Navajo
258,263,FS-1419447,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,3,1,BEX6,RIGGS FIRE 1,,,,,,2005,2453499.5,129,1000,4.0,Campfire,2453499.5,129.0,1327,0.4,B,34.00111111,-109.25472222,5.0,USFS,AZ,1,001,Apache
259,264,FS-1419449,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,10,DR-2,BMU4,WINNIE DAM #1,,,,,,2005,2453466.5,96,1346,7.0,Arson,2453466.5,96.0,1530,1.03,B,47.35444444,-94.17194444,5.0,USFS,MN,21,021,Cass
260,265,FS-1419450,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,34,03,BEX6,BLUEGRASS,,,,,,2005,2453539.5,169,1000,4.0,Campfire,2453539.5,169.0,1002,0.1,A,34.31777778,-110.16916667,5.0,USFS,AZ,17,017,Navajo
261,266,FS-1419453,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,36,04,BEX6,BLUE RIDGE,,,,,,2005,2453541.5,171,1436,1.0,Lightning,2453541.5,171.0,1925,0.2,A,34.15083333,-109.91,5.0,USFS,AZ,17,017,Navajo
262,267,FS-1419454,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,11,DR-3,BMU4,WINNIE DAM #2,,,,,,2005,2453466.5,96,1346,7.0,Arson,2453466.5,96.0,1530,0.41,B,47.35444444,-94.17222222,5.0,USFS,MN,21,021,Cass
263,268,FS-1419458,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,37,014,BEX6,GRAMA,,,,,,2005,2453542.5,172,1540,1.0,Lightning,2453542.5,172.0,2200,0.5,B,34.55888889,-110.96694444,5.0,USFS,AZ,5,005,Coconino
264,269,FS-1419459,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,21,DR-4,BNL0,PARK FIRE,,,,,,2005,2453473.5,103,1345,7.0,Arson,2453473.5,103.0,1520,0.25,A,47.32638889,-93.93694444,6.0,OTHER FEDERAL,MN,61,061,Itasca
265,270,FS-1419460,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,45,015,BEX6,KV,,,,,,2005,2453545.5,175,1000,1.0,Lightning,2453546.5,176.0,1700,3.8,B,34.45,-110.75,5.0,USFS,AZ,17,017,Navajo
266,271,FS-1419462,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,22,DR-5,BNM1,GAS TAX,,,,,,2005,2453473.5,103,1700,5.0,Debris Burning,2453473.5,103.0,1730,1.5,B,47.25305556,-93.91027778,13.0,STATE OR PRIVATE,MN,21,021,Cass
267,272,FS-1419464,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,7,2,BEX6,ASPEN,,,,,,2005,2453516.5,146,1500,1.0,Lightning,2453516.5,146.0,1900,0.8,B,34.10416667,-109.49527778,5.0,USFS,AZ,1,001,Apache
268,274,FS-1419468,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,24,DR-6,BN50,BARNEY LAKE,,,,,,2005,2453477.5,107,1430,7.0,Arson,2453477.5,107.0,2130,12.0,C,47.48166667,-93.67138889,5.0,USFS,MN,61,061,Itasca
269,275,FS-1419469,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,50,06,BEX6,SPRINGER,,,,,,2005,2453546.5,176,1530,1.0,Lightning,2453546.5,176.0,1800,0.2,A,34.16166667,-109.93916667,5.0,USFS,AZ,17,017,Navajo
270,276,FS-1419472,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,17,3,BEX6,HOME,,,,,,2005,2453518.5,148,1400,1.0,Lightning,2453519.5,149.0,0800,0.1,A,33.83388889,-109.385,5.0,USFS,AZ,1,001,Apache
271,277,FS-1419474,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,51,007,BEX6,CABIN,,,,,,2005,2453546.5,176,1500,1.0,Lightning,2453546.5,176.0,1930,0.25,A,34.16416667,-109.92861111,5.0,USFS,AZ,17,017,Navajo
272,278,FS-1419476,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,55,017,BEX6,LAKE,,,,,,2005,2453548.5,178,1435,4.0,Campfire,2453548.5,178.0,1830,0.8,B,34.33583333,-110.835,5.0,USFS,AZ,5,005,Coconino
273,279,FS-1419477,FED,FS-FIRESTAT,FS,USMNCPF,Chippewa National Forest,0903,Chippewa National Forest,28,DR-8,BB0C,INGER FIRE,,,,,,2005,2453481.5,111,1645,9.0,Miscellaneous,2453481.5,111.0,1900,0.1,A,47.54972222,-93.97694444,13.0,STATE OR PRIVATE,MN,61,061,Itasca
